video_id,gloss_latency(s),text_latency(s),tts_latency(s),total_latency(s),pred_text,audio_path
sample_308,0.038,0.033,0.475,0.546,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_308.mp3
sample_309,0.06,0.014,0.25,0.325,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_309.mp3
sample_310,0.04,0.033,0.498,0.571,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_310.mp3
sample_311,0.061,0.015,0.245,0.322,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_311.mp3
sample_312,0.017,0.015,0.22,0.254,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_312.mp3
sample_313,0.024,0.012,0.221,0.257,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_313.mp3
sample_314,0.018,0.012,0.231,0.261,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_314.mp3
sample_315,0.018,0.01,0.223,0.251,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_315.mp3
sample_316,0.053,0.011,0.235,0.299,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_316.mp3
sample_317,0.03,0.014,0.222,0.266,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_317.mp3
sample_318,0.032,0.013,0.219,0.264,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_318.mp3
sample_319,0.023,0.016,0.272,0.311,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_319.mp3
sample_320,0.041,0.016,0.212,0.27,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_320.mp3
sample_321,0.017,0.012,0.205,0.234,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_321.mp3
sample_322,0.023,0.012,0.268,0.304,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_322.mp3
sample_323,0.029,0.015,0.218,0.262,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_323.mp3
sample_324,0.026,0.031,0.464,0.52,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_324.mp3
sample_325,0.028,0.025,0.25,0.303,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_325.mp3
sample_326,0.012,0.013,0.22,0.245,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_326.mp3
sample_327,0.006,0.01,0.377,0.394,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_327.mp3
sample_328,0.053,0.011,0.221,0.285,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_328.mp3
sample_329,0.039,0.013,0.256,0.309,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_329.mp3
sample_330,0.049,0.03,0.529,0.609,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_330.mp3
sample_331,0.041,0.023,0.275,0.34,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_331.mp3
sample_332,0.034,0.022,0.445,0.502,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_332.mp3
sample_333,0.064,0.015,0.227,0.307,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_333.mp3
sample_334,0.027,0.039,0.636,0.703,aber auch tagsüber haben wir auch am am wärmsten im norden haben wir haben wir haben wir noch noch am haben wir haben wir auch noch auch auch im norden haben wir auch noch nicht auch auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_334.mp3
sample_335,0.045,0.023,0.256,0.324,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_335.mp3
sample_336,0.048,0.012,0.217,0.277,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_336.mp3
sample_337,0.019,0.012,0.206,0.238,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_337.mp3
sample_338,0.022,0.01,0.216,0.248,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_338.mp3
sample_339,0.009,0.009,0.225,0.243,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_339.mp3
sample_340,0.012,0.009,0.237,0.26,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_340.mp3
sample_341,0.063,0.027,0.429,0.521,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_341.mp3
sample_342,0.045,0.016,0.236,0.298,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_342.mp3
sample_343,0.016,0.016,0.21,0.241,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_343.mp3
sample_344,0.013,0.012,0.217,0.242,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_344.mp3
sample_345,0.023,0.012,0.213,0.249,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_345.mp3
sample_346,0.04,0.023,0.243,0.306,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_346.mp3
sample_347,0.034,0.016,0.242,0.292,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_347.mp3
sample_348,0.055,0.013,0.217,0.285,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_348.mp3
sample_349,0.027,0.015,0.263,0.305,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_349.mp3
sample_350,0.022,0.014,0.23,0.266,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_350.mp3
sample_351,0.032,0.023,0.246,0.302,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_351.mp3
sample_352,0.042,0.009,0.2,0.25,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_352.mp3
sample_353,0.032,0.04,0.477,0.549,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_353.mp3
sample_354,0.034,0.011,0.211,0.256,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_354.mp3
sample_355,0.017,0.013,0.21,0.24,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_355.mp3
sample_356,0.025,0.017,0.255,0.296,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_356.mp3
sample_357,0.054,0.01,0.24,0.304,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_357.mp3
sample_358,0.036,0.007,0.214,0.257,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_358.mp3
sample_359,0.045,0.026,0.473,0.545,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_359.mp3
sample_360,0.027,0.012,0.228,0.268,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_360.mp3
sample_361,0.037,0.012,0.21,0.258,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_361.mp3
sample_362,0.03,0.015,0.263,0.309,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_362.mp3
sample_363,0.055,0.014,0.244,0.313,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_363.mp3
sample_364,0.019,0.01,0.245,0.276,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_364.mp3
sample_365,0.026,0.017,0.226,0.27,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_365.mp3
sample_366,0.03,0.012,0.219,0.262,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_366.mp3
sample_367,0.012,0.012,0.224,0.25,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_367.mp3
sample_368,0.025,0.014,0.224,0.263,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_368.mp3
sample_369,0.022,0.021,0.425,0.469,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_369.mp3
sample_370,0.032,0.018,0.24,0.29,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_370.mp3
sample_371,0.02,0.007,0.195,0.223,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_371.mp3
sample_372,0.018,0.011,0.207,0.235,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_372.mp3
sample_373,0.008,0.012,0.222,0.242,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_373.mp3
sample_374,0.019,0.029,0.454,0.502,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_374.mp3
sample_375,0.05,0.014,0.271,0.336,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_375.mp3
sample_376,0.027,0.017,0.23,0.275,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_376.mp3
sample_377,0.029,0.015,0.22,0.265,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_377.mp3
sample_378,0.026,0.009,0.209,0.244,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_378.mp3
sample_379,0.007,0.015,0.247,0.269,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_379.mp3
sample_380,0.024,0.012,0.239,0.277,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_380.mp3
sample_381,0.034,0.012,0.244,0.291,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_381.mp3
sample_382,0.039,0.047,0.86,0.945,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir noch auch noch am wärmsten haben wir haben wir auch noch auch auch am wärmsten haben wir auch auch im norden haben wir auch auch im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_382.mp3
sample_383,0.062,0.011,0.262,0.336,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_383.mp3
sample_384,0.049,0.042,0.761,0.852,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir noch auch noch am wärmsten haben wir haben wir auch noch auch auch am wärmsten haben wir auch auch im norden haben wir auch auch im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_384.mp3
sample_385,0.036,0.014,0.222,0.273,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_385.mp3
sample_386,0.029,0.009,0.206,0.244,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_386.mp3
sample_387,0.021,0.013,0.293,0.327,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_387.mp3
sample_388,0.03,0.017,0.22,0.267,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_388.mp3
sample_389,0.032,0.012,0.216,0.261,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_389.mp3
sample_390,0.009,0.024,0.245,0.278,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_390.mp3
sample_391,0.032,0.031,0.749,0.812,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_391.mp3
sample_392,0.058,0.025,0.461,0.544,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_392.mp3
sample_393,0.022,0.011,0.213,0.246,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_393.mp3
sample_394,0.027,0.018,0.249,0.295,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_394.mp3
sample_395,0.032,0.045,0.514,0.592,aber auch tagsüber haben wir auch am am wärmsten im norden haben wir haben wir haben wir noch noch am haben wir haben wir auch noch auch auch im norden haben wir auch noch nicht auch auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_395.mp3
sample_396,0.052,0.027,0.536,0.617,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_396.mp3
sample_397,0.057,0.012,0.226,0.294,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_397.mp3
sample_398,0.046,0.021,0.478,0.545,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_398.mp3
sample_399,0.045,0.009,0.205,0.26,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_399.mp3
sample_400,0.009,0.014,0.248,0.271,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_400.mp3
sample_401,0.026,0.01,0.249,0.286,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_401.mp3
sample_402,0.018,0.012,0.233,0.263,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_402.mp3
sample_403,0.012,0.011,0.208,0.232,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_403.mp3
sample_404,0.018,0.017,0.264,0.299,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_404.mp3
sample_405,0.04,0.015,0.212,0.267,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_405.mp3
sample_406,0.017,0.013,0.227,0.257,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_406.mp3
sample_407,0.011,0.009,0.211,0.231,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_407.mp3
sample_408,0.01,0.013,0.274,0.297,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_408.mp3
sample_409,0.088,0.025,0.441,0.555,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_409.mp3
sample_410,0.058,0.012,0.24,0.309,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_410.mp3
sample_411,0.044,0.015,0.255,0.314,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_411.mp3
sample_412,0.039,0.033,0.507,0.579,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_412.mp3
sample_413,0.053,0.009,0.256,0.318,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_413.mp3
sample_414,0.044,0.016,0.262,0.322,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_414.mp3
sample_415,0.053,0.03,0.455,0.539,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_415.mp3
sample_416,0.048,0.028,0.495,0.572,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_416.mp3
sample_417,0.051,0.013,0.205,0.269,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_417.mp3
sample_418,0.014,0.01,0.235,0.26,am alpenrand ist es dann noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_418.mp3
sample_419,0.029,0.015,0.233,0.277,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_419.mp3
sample_420,0.054,0.019,0.504,0.577,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_420.mp3
sample_421,0.037,0.018,0.238,0.295,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_421.mp3
sample_422,0.04,0.03,0.486,0.556,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_422.mp3
sample_423,0.027,0.014,0.241,0.282,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_423.mp3
sample_424,0.023,0.01,0.214,0.248,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_424.mp3
sample_425,0.011,0.012,0.236,0.259,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_425.mp3
sample_426,0.031,0.01,0.219,0.261,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_426.mp3
sample_427,0.01,0.007,0.205,0.222,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_427.mp3
sample_428,0.024,0.023,0.245,0.292,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_428.mp3
sample_429,0.031,0.042,1.124,1.197,aber auch tagsüber haben wir auch am am wärmsten im norden haben wir haben wir haben wir noch noch am haben wir haben wir auch noch auch auch im norden haben wir auch noch nicht auch auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_429.mp3
sample_430,0.031,0.014,1.112,1.157,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_430.mp3
sample_431,0.043,0.018,1.13,1.192,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_431.mp3
sample_432,0.035,0.016,0.247,0.298,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_432.mp3
sample_433,0.018,0.019,0.267,0.304,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_433.mp3
sample_434,0.028,0.013,0.227,0.269,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_434.mp3
sample_435,0.012,0.014,0.237,0.264,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_435.mp3
sample_436,0.034,0.015,0.299,0.348,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_436.mp3
sample_437,0.056,0.013,0.249,0.318,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_437.mp3
sample_438,0.031,0.016,0.246,0.293,wir haben wir auch noch es auch im süden auch ganz im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_438.mp3
sample_439,0.049,0.015,0.253,0.317,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_439.mp3
sample_441,0.05,0.019,0.441,0.51,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_441.mp3
sample_442,0.027,0.014,0.243,0.284,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_442.mp3
sample_443,0.032,0.02,0.245,0.297,aber tagsüber haben wir auch am wärmsten im süden auch im norden haben wir auch noch nicht ganz warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_443.mp3
sample_444,0.011,0.014,0.224,0.25,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_444.mp3
sample_445,0.036,0.025,0.437,0.499,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_445.mp3
sample_446,0.049,0.012,0.218,0.279,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_446.mp3
sample_447,0.009,0.006,0.23,0.246,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_447.mp3
sample_448,0.027,0.026,0.454,0.507,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_448.mp3
sample_449,0.039,0.013,0.198,0.252,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_449.mp3
sample_450,0.022,0.013,0.234,0.27,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_450.mp3
sample_451,0.024,0.014,0.212,0.25,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_451.mp3
sample_452,0.01,0.01,0.227,0.247,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_452.mp3
sample_453,0.01,0.011,0.331,0.352,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_453.mp3
sample_454,0.055,0.031,0.602,0.689,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_454.mp3
sample_455,0.036,0.034,0.466,0.536,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir auch im norden haben wir haben wir auch noch nicht,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_455.mp3
sample_456,0.046,0.012,0.246,0.305,dazu haben wir noch überall überall noch drei grad,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_456.mp3
sample_457,0.036,0.014,0.25,0.3,dazu haben wir auch tagsüber noch es überall noch,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_457.mp3
sample_458,0.028,0.017,0.271,0.316,wir haben wir auch am wärmsten im süden auch es auch wieder warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_458.mp3
sample_459,0.045,0.041,0.695,0.781,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir noch auch noch am wärmsten haben wir haben wir auch noch auch auch am wärmsten haben wir auch auch im norden haben wir auch auch im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_459.mp3
sample_460,0.04,0.008,0.208,0.255,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_460.mp3
sample_461,0.017,0.008,0.22,0.246,sonst sind es dann noch überall überall,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_461.mp3
sample_462,0.04,0.037,0.503,0.58,aber auch tagsüber auch im norden haben wir auch im norden haben wir haben wir haben wir auch im norden haben wir haben wir auch noch nicht auch warm,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_462.mp3
sample_463,0.085,0.019,0.242,0.346,wir haben wir auch noch es überall noch kalt im süden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_463.mp3
sample_464,0.03,0.031,0.501,0.563,aber wir haben wir auch am wärmsten im süden auch im süden auch haben wir auch noch nicht ganz im norden,D:\Graduate Project\F\results_baseline\tts_outputs_baseline\sample_464.mp3
